step,execution_bon_16x16_acc,execution_bon_16x16_accumulate_acc,execution_bon_4x4_acc,execution_bon_4x4_accumulate_acc,execution_case_acc,execution_case_accumulate_acc,execution_code_acc,execution_code_accumulate_acc,execution_p_00,execution_p_01_as_logged,recorded_at,reward_case_reward_mean,reward_case_reward_num_groups,reward_case_reward_num_samples,reward_case_reward_std,reward_code_reward_mean,reward_code_reward_num_groups,reward_code_reward_num_samples,reward_code_reward_std,reward_gt_correlation_mean_spearman,reward_gt_correlation_n,reward_problems_skipped,reward_problems_total,reward_problems_used,reward_reward_mode,reward_rollout_debug_meta_enabled,reward_rollout_debug_meta_max_problems_per_step,reward_rollout_debug_meta_slots_remaining_after_step,reward_rollout_debug_meta_truncate_chars,sampling_mean_case_response_tokens,sampling_mean_code_response_tokens
65,0.21,0.2719298245614035,0.21,0.2769423558897243,0.001644736842105263,0.0015404929577464788,0.1775,0.24929511278195488,0.0005802707930367504,0.4285714285714286,2026-04-03T15:41:37,-0.0966,5,80,0.2902,0.7625,5,80,0.4256,-0.1576,4.0,95,100,5,self_bootstrap,0,,0,,764.95375,651.3275
66,0.22,0.3161209068010076,0.22,0.3161209068010076,0.0015625,0.00233843537414966,0.18375,0.2618860201511335,0.0005423973964924968,0.19999999999999996,2026-04-03T15:49:56,-0.0394,6,96,0.2383,0.8229,6,96,0.3817,0.3974,3.0,94,100,6,self_bootstrap,0,,0,,669.64,655.51125
67,0.2,0.345,0.2,0.345,0.0,0.0,0.204375,0.31015625,0.00015903307888040714,1.0,2026-04-03T15:58:17,-0.1818,2,32,0.3795,0.9375,2,32,0.2421,0.1741,1.0,98,100,2,self_bootstrap,0,,0,,659.956875,639.398125
68,0.19,0.25,0.18,0.24,0.0016891891891891893,0.002938871473354232,0.199375,0.275390625,0.0,0.0,2026-04-03T16:06:29,0.0,2,32,0.25,0.8438,2,32,0.3631,1.0,1.0,98,100,2,self_bootstrap,0,,0,,631.648125,600.90875
69,0.21,0.28,0.21,0.28,0.0,0.0,0.19,0.26734375,0.00014467592592592592,1.0,2026-04-03T16:14:48,-0.0625,2,32,0.2421,0.9375,2,32,0.2421,0.2,1.0,98,100,2,self_bootstrap,0,,0,,696.20125,636.993125
70,0.2,0.2947103274559194,0.2,0.2959697732997481,0.001644736842105263,0.002777777777777778,0.196875,0.2753463476070529,0.0006402048655569782,0.5,2026-04-03T16:23:14,-0.0611,4,64,0.2954,0.875,4,64,0.3307,0.3759,4.0,96,100,4,self_bootstrap,0,,0,,708.8425,648.80125
71,0.25,0.32125,0.26,0.33125,0.0,0.00017857142857142857,0.21875,0.3028125,0.0001849112426035503,1.0,2026-04-03T16:31:22,-0.0549,1,16,0.2127,0.875,1,16,0.3307,0.114,1.0,99,100,1,self_bootstrap,0,,0,,713.034375,622.298125
72,0.22,0.3075,0.22,0.3075,0.0,0.0,0.175625,0.25546875,0.0,1.0,2026-04-03T16:39:31,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,673.02125,641.978125
73,0.26,0.335,0.26,0.33375,0.0,0.0,0.251875,0.345234375,0.0,1.0,2026-04-03T16:47:06,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,-1.0,1.0,99,100,1,self_bootstrap,0,,0,,641.768125,612.45625
74,0.18,0.2689393939393939,0.18,0.2689393939393939,0.0,0.0,0.1725,0.2623895202020202,0.0,1.0,2026-04-03T16:55:06,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,680.443125,630.0075
75,0.19,0.2325,0.18,0.2225,0.0,0.0005179558011049724,0.22625,0.279296875,0.0,1.0,2026-04-03T17:26:53,-0.0526,1,16,0.2037,0.8125,1,16,0.3903,-0.4151,1.0,99,100,1,self_bootstrap,0,,0,,696.546875,624.440625
76,0.15,0.24125,0.15,0.24125,0.0,0.0,0.165,0.243203125,0.0,1.0,2026-04-03T17:35:01,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,719.768125,632.87
77,0.23,0.29125,0.23,0.29125,0.0,0.0,0.180625,0.261875,0.0,1.0,2026-04-03T17:42:07,-0.0625,2,32,0.2421,0.9375,2,32,0.2421,0.0667,2.0,98,100,2,self_bootstrap,0,,0,,659.184375,646.31
78,0.16,0.23625,0.16,0.23625,0.0,0.0,0.16625,0.250234375,0.0,1.0,2026-04-03T17:50:22,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,647.9475,649.6425
79,0.14,0.24681933842239187,0.14,0.24681933842239187,0.0,0.0,0.155,0.24713740458015268,0.0,1.0,2026-04-03T17:58:47,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,702.64,644.556875
80,0.17,0.23433583959899748,0.17,0.23433583959899748,0.0,0.0,0.1625,0.2400532581453634,0.0,1.0,2026-04-03T18:06:17,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,607.065625,636.67
81,0.22,0.325,0.23,0.32625,0.0014204545454545455,0.00016983695652173913,0.23,0.320703125,0.00037306472673008767,0.19999999999999996,2026-04-03T18:13:36,-0.06,3,48,0.2326,0.8125,3,48,0.3903,-0.3662,2.0,97,100,3,self_bootstrap,0,,0,,592.046875,619.05
82,0.23,0.305,0.23,0.305,0.0,0.0,0.2375,0.30375,0.00035112359550561797,1.0,2026-04-03T18:21:41,-0.1095,1,16,0.2896,0.9375,1,16,0.2421,0.0976,1.0,99,100,1,self_bootstrap,0,,0,,702.3875,630.386875
83,0.24,0.3025,0.25,0.31,0.0,0.0,0.225625,0.301328125,0.0005466472303206997,1.0,2026-04-03T18:29:42,-0.0431,5,80,0.2462,0.825,5,80,0.38,0.0037,3.0,95,100,5,self_bootstrap,0,,0,,668.6025,626.37
84,0.2,0.27375,0.2,0.27375,0.00125,0.0001675603217158177,0.233125,0.309453125,0.0,0.5333333333333333,2026-04-03T18:37:42,0.0604,1,16,0.2339,0.5625,1,16,0.4961,0.4216,1.0,99,100,1,self_bootstrap,0,,0,,630.864375,607.764375
85,0.25,0.34125,0.25,0.34375,0.0,0.0,0.234375,0.316640625,0.0003180661577608143,1.0,2026-04-03T18:45:48,-0.0571,2,32,0.2222,0.9375,2,32,0.2421,0.6454,2.0,98,100,2,self_bootstrap,0,,0,,645.44375,627.575625
86,0.19,0.25625,0.19,0.25625,0.0,0.0,0.19125,0.2653125,0.0,1.0,2026-04-03T18:53:37,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,595.75375,626.580625
87,0.27,0.34005037783375314,0.27,0.34005037783375314,0.0,0.0,0.23,0.3152550377833753,0.0,1.0,2026-04-03T19:01:06,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,649.96625,598.57
88,0.13,0.20551378446115287,0.13,0.20551378446115287,0.0,0.0,0.145625,0.21483395989974938,0.0,1.0,2026-04-03T19:08:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,621.930625,644.975625
89,0.17,0.24125,0.17,0.24125,0.0,0.0,0.1925,0.25671875,0.0,1.0,2026-04-03T19:16:06,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,653.766875,658.06625
90,0.28,0.3625,0.28,0.3625,0.0,0.0,0.273125,0.34046875,0.0,1.0,2026-04-03T19:23:33,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,670.1,622.089375
91,0.16,0.27875,0.16,0.27875,0.0,0.0,0.1925,0.305234375,0.0,1.0,2026-04-03T19:30:49,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,631.07875,628.98
92,0.18,0.27044025157232704,0.18,0.2679245283018868,0.0,0.0,0.2075,0.28443396226415096,0.0,1.0,2026-04-03T19:38:33,-0.0833,3,48,0.2764,0.9375,3,48,0.2421,-1.0,1.0,97,100,3,self_bootstrap,0,,0,,687.421875,647.510625
93,0.26,0.34375,0.26,0.34375,0.0,0.0,0.2425,0.32390625,0.0,1.0,2026-04-03T19:47:01,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,706.909375,642.04375
94,0.27,0.36466165413533835,0.28,0.37468671679197996,0.0,0.0,0.275625,0.3818139097744361,0.00019113149847094801,1.0,2026-04-03T19:54:16,-0.0557,1,16,0.2156,0.9375,1,16,0.2421,0.4472,1.0,99,100,1,self_bootstrap,0,,0,,617.351875,652.0
95,0.23,0.33125,0.24,0.34,0.0,0.0,0.235625,0.34734375,0.00017409470752089137,1.0,2026-04-03T20:01:10,-0.0566,2,32,0.2206,0.9375,2,32,0.2421,-0.0915,2.0,98,100,2,self_bootstrap,0,,0,,641.334375,624.443125
96,0.26,0.3236775818639798,0.26,0.3236775818639798,0.0,0.0,0.236875,0.32509445843828716,0.0,1.0,2026-04-03T20:09:12,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,574.108125,588.355625
97,0.16,0.29,0.16,0.29,0.0,0.0,0.160625,0.266640625,0.0,1.0,2026-04-03T20:16:27,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,620.408125,635.11
98,0.24,0.3358395989974937,0.24,0.3358395989974937,0.0,0.0,0.24,0.32824248120300753,0.0,1.0,2026-04-03T20:23:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,597.419375,601.570625
99,0.16,0.2518796992481203,0.16,0.2518796992481203,0.0,0.0,0.173125,0.27474937343358397,0.0,1.0,2026-04-03T20:30:56,-0.0625,1,16,0.2421,0.5625,1,16,0.4961,,,99,100,1,self_bootstrap,0,,0,,601.870625,620.869375
100,0.26,0.31375,0.26,0.3225,0.0,0.0,0.276875,0.327421875,0.0,1.0,2026-04-03T21:01:50,-0.0528,1,16,0.2047,0.9375,1,16,0.2421,0.124,1.0,99,100,1,self_bootstrap,0,,0,,605.65,607.95375
101,0.24,0.3525,0.24,0.3525,0.0014204545454545455,0.0004675810473815461,0.250625,0.33796875,0.00020682523267838676,0.6923076923076923,2026-04-03T21:09:57,-0.0003,2,32,0.2487,0.8438,2,32,0.3631,0.558,2.0,98,100,2,self_bootstrap,0,,0,,659.771875,608.165625
102,0.23,0.32625,0.23,0.32625,0.0,0.0,0.206875,0.29734375,0.0,1.0,2026-04-03T21:17:55,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,596.57,613.033125
103,0.23,0.33625,0.23,0.33625,0.0,0.0,0.248125,0.3190625,0.0,1.0,2026-04-03T21:25:07,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,575.999375,593.23
104,0.24,0.3224181360201511,0.24,0.3224181360201511,0.0,0.0,0.23125,0.3081706549118388,0.0,1.0,2026-04-03T21:32:17,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,633.1825,611.9925
105,0.28,0.3278894472361809,0.28,0.32663316582914576,0.0,0.0,0.25875,0.33110866834170855,0.0,1.0,2026-04-03T21:39:20,-0.0577,1,16,0.2235,0.9375,1,16,0.2421,-0.3881,1.0,99,100,1,self_bootstrap,0,,0,,584.6375,620.360625
106,0.2,0.3074027603513174,0.2,0.3074027603513174,0.0,0.0,0.215625,0.312107904642409,0.0,1.0,2026-04-03T21:47:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,663.66,633.73375
107,0.28,0.3693467336683417,0.28,0.3693467336683417,0.0,0.0,0.279375,0.34846105527638194,0.0,1.0,2026-04-03T21:54:47,-0.0625,1,16,0.2421,0.75,1,16,0.433,,,99,100,1,self_bootstrap,0,,0,,623.73125,604.50625
108,0.2,0.2706766917293233,0.2,0.2706766917293233,0.0,0.0,0.17625,0.2606516290726817,0.0,1.0,2026-04-03T22:02:50,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,669.391875,653.648125
109,0.22,0.30730478589420657,0.22,0.30730478589420657,0.0,0.0,0.20375,0.30565176322418136,0.0,1.0,2026-04-03T22:10:16,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,625.686875,619.739375
110,0.19,0.2857142857142857,0.19,0.2857142857142857,0.0016025641025641025,0.000819672131147541,0.190625,0.2818765664160401,0.0,0.0,2026-04-03T22:17:51,-0.0625,1,16,0.2421,0.75,1,16,0.433,-1.0,1.0,99,100,1,self_bootstrap,0,,0,,663.8275,651.56
111,0.15,0.2325,0.15,0.2325,0.0014534883720930232,0.003246753246753247,0.1925,0.254921875,0.0,1.0,2026-04-03T22:25:37,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,603.359375,606.08
112,0.25,0.32375,0.25,0.32375,0.0,0.0,0.203125,0.28265625,0.0,1.0,2026-04-03T22:33:09,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,708.334375,600.21625
113,0.2,0.2884130982367758,0.2,0.2884130982367758,0.0,0.0,0.235625,0.3197418136020151,0.0,1.0,2026-04-03T22:40:41,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,607.136875,614.208125
114,0.2,0.2581453634085213,0.2,0.2581453634085213,0.0,0.0,0.193125,0.26339285714285715,0.0,1.0,2026-04-03T22:48:21,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,646.85875,625.89375
115,0.19,0.26208651399491095,0.19,0.26208651399491095,0.0,0.0,0.180625,0.2643129770992366,0.0,1.0,2026-04-03T22:56:19,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,692.893125,650.615625
116,0.23,0.325,0.23,0.325,0.0,0.0,0.19375,0.292578125,0.0,1.0,2026-04-03T23:03:49,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,656.586875,620.729375
117,0.22,0.3125,0.22,0.3125,0.0,0.0,0.228125,0.29875,0.0,1.0,2026-04-03T23:11:45,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,636.109375,638.945625
118,0.14,0.25375,0.14,0.25375,0.0,0.0,0.215,0.310625,0.0,1.0,2026-04-03T23:18:36,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,650.58625,637.49
119,0.24,0.335,0.24,0.335,0.0,0.0,0.28375,0.3603125,0.0,1.0,2026-04-03T23:26:02,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,635.5,595.229375
120,0.25,0.38,0.25,0.38,0.0,0.0,0.249375,0.34734375,0.00021626297577854672,1.0,2026-04-03T23:33:43,-0.0577,2,32,0.2242,0.9062,2,32,0.2915,-0.0935,1.0,98,100,2,self_bootstrap,0,,0,,689.075625,619.556875
121,0.19,0.2875,0.19,0.2875,0.0,0.0,0.206875,0.301328125,0.0,1.0,2026-04-03T23:42:05,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,687.78125,608.684375
122,0.17,0.24,0.17,0.24,0.0,0.0,0.1725,0.237265625,0.0,1.0,2026-04-03T23:49:15,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,575.713125,628.6325
123,0.23,0.32625,0.23,0.32625,0.0,0.0,0.200625,0.307109375,0.0,1.0,2026-04-03T23:56:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,564.5575,616.083125
124,0.25,0.32875,0.25,0.32875,0.003989361702127659,0.0031601123595505617,0.2225,0.31890625,0.0,0.0,2026-04-04T00:03:48,-0.1875,1,16,0.3903,0.625,1,16,0.4841,-1.0,1.0,99,100,1,self_bootstrap,0,,0,,610.575625,609.220625
125,0.14,0.21375,0.14,0.21375,0.0,0.0,0.133125,0.228203125,0.0,1.0,2026-04-04T00:35:07,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,646.26,643.571875
126,0.29,0.37,0.29,0.37,0.0,0.0,0.23625,0.338828125,0.0,1.0,2026-04-04T00:42:30,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,626.799375,632.291875
127,0.19,0.28375,0.19,0.28375,0.0,0.0,0.225625,0.31515625,0.0,1.0,2026-04-04T00:50:05,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,632.596875,615.99125
128,0.15,0.27889447236180903,0.15,0.27889447236180903,0.0,0.0,0.189375,0.29404836683417085,0.0,1.0,2026-04-04T00:57:36,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,636.2275,626.9725
129,0.22,0.3275,0.22,0.3275,0.0,0.0,0.193125,0.283046875,0.0,1.0,2026-04-04T01:04:53,0.0625,1,16,0.2421,0.8125,1,16,0.3903,,,99,100,1,self_bootstrap,0,,0,,713.406875,642.093125
130,0.16,0.23551637279596976,0.16,0.23551637279596976,0.0,0.0,0.188125,0.2848709068010076,0.0,1.0,2026-04-04T01:13:19,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,670.534375,645.468125
131,0.2,0.27375,0.2,0.27375,0.0,0.0,0.2125,0.313828125,0.0,1.0,2026-04-04T01:20:59,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,659.334375,658.620625
132,0.27,0.33625,0.27,0.33625,0.0,0.0,0.281875,0.357890625,0.0,1.0,2026-04-04T01:28:06,-0.0625,1,16,0.2421,0.6875,1,16,0.4635,,,99,100,1,self_bootstrap,0,,0,,606.46375,620.895625
133,0.17,0.265,0.17,0.265,0.0,0.0,0.194375,0.270078125,0.0,1.0,2026-04-04T01:35:51,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,655.63875,625.915
134,0.18,0.25625,0.18,0.25625,0.0,0.0,0.17125,0.249765625,0.0,1.0,2026-04-04T01:43:12,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,651.0125,624.77625
135,0.29,0.37625,0.29,0.37625,0.0,0.0,0.26625,0.348359375,0.0,1.0,2026-04-04T01:50:34,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,643.628125,632.201875
136,0.28,0.34375,0.28,0.34375,0.0,0.0,0.27,0.3365625,0.0,1.0,2026-04-04T01:58:19,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,693.16875,616.485
137,0.29,0.36375,0.29,0.36375,0.0,0.0,0.28,0.363203125,0.0,1.0,2026-04-04T02:05:47,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,595.309375,632.090625
138,0.27,0.31625,0.27,0.31625,0.0,0.0,0.2125,0.297578125,0.0,1.0,2026-04-04T02:13:15,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,654.05625,643.620625
139,0.25,0.3425,0.25,0.3425,0.0,0.0,0.22375,0.30359375,0.0,1.0,2026-04-04T02:20:50,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,674.793125,627.635
140,0.2,0.27125,0.2,0.2725,0.001838235294117647,0.002161383285302594,0.216875,0.283203125,0.0,0.25,2026-04-04T02:29:12,-0.0003,2,32,0.2487,0.875,2,32,0.3307,0.7658,2.0,98,100,2,self_bootstrap,0,,0,,646.005,667.628125
141,0.2,0.28875,0.2,0.28875,0.0,0.0,0.214375,0.30328125,0.0,1.0,2026-04-04T02:37:27,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,662.558125,639.16125
142,0.25,0.33,0.25,0.33,0.0,0.0,0.2025,0.279453125,0.0,1.0,2026-04-04T02:44:46,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,600.241875,650.794375
143,0.19,0.27,0.19,0.27,0.0014534883720930232,0.0018712574850299401,0.20875,0.295,0.0,0.16666666666666663,2026-04-04T02:52:13,0.0625,1,16,0.2421,0.6875,1,16,0.4635,0.9428,1.0,99,100,1,self_bootstrap,0,,0,,635.923125,649.4825
144,0.18,0.28211586901763225,0.18,0.28211586901763225,0.0,0.0,0.178125,0.26220088161209065,0.0,1.0,2026-04-04T03:00:18,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,661.398125,672.33875
145,0.32,0.3775,0.32,0.3775,0.0,0.0,0.279375,0.344375,0.0,1.0,2026-04-04T03:07:05,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,636.568125,641.19125
146,0.22,0.30856423173803527,0.22,0.30856423173803527,0.0,0.0,0.234375,0.326117758186398,0.0,1.0,2026-04-04T03:14:44,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,644.9975,644.24
147,0.22,0.29625,0.22,0.295,0.0,0.0,0.20375,0.30421875,0.0,1.0,2026-04-04T03:22:22,-0.0618,1,16,0.2395,0.9375,1,16,0.2421,-0.3315,1.0,99,100,1,self_bootstrap,0,,0,,666.3375,646.52875
148,0.25,0.38125,0.25,0.38125,0.0,0.0,0.233125,0.350703125,0.0,1.0,2026-04-04T03:30:28,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,661.615,616.49375
149,0.24,0.3659147869674185,0.24,0.3659147869674185,0.0,0.0,0.21375,0.32479636591478694,0.0,1.0,2026-04-04T03:38:28,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,658.955625,639.839375
150,0.24,0.29056603773584905,0.24,0.29056603773584905,0.0,0.0,0.199375,0.26949685534591195,0.0,1.0,2026-04-04T04:08:51,-0.0625,1,16,0.2421,0.9375,1,16,0.2421,,,99,100,1,self_bootstrap,0,,0,,699.333125,667.940625
151,0.26,0.36,0.26,0.36,0.0,0.0,0.228125,0.325078125,0.0,1.0,2026-04-04T04:16:49,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,635.715,640.133125
152,0.24,0.2982456140350877,0.24,0.2982456140350877,0.0,0.0,0.22,0.29221491228070173,0.0,1.0,2026-04-04T04:24:32,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,651.790625,664.8475
153,0.17,0.25875,0.17,0.25875,0.0,0.0,0.1975,0.288984375,0.0,1.0,2026-04-04T04:31:46,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,610.510625,614.1275
154,0.2,0.28125,0.2,0.28125,0.0,0.0,0.1925,0.276875,0.0,1.0,2026-04-04T04:39:19,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,638.405625,666.985625
155,0.22,0.34875,0.22,0.34875,0.0,0.0,0.244375,0.340390625,0.0,1.0,2026-04-04T04:46:40,0.0,0,0,0.0,0.0,0,0,0.0,,,100,100,0,self_bootstrap,0,,0,,668.370625,641.10875
