step,execution_bon_16x16_acc,execution_bon_16x16_accumulate_acc,execution_bon_4x4_acc,execution_bon_4x4_accumulate_acc,execution_case_acc,execution_case_accumulate_acc,execution_code_acc,execution_code_accumulate_acc,execution_p_00,execution_p_01_as_logged,recorded_at,reward_case_reward_mean,reward_case_reward_num_groups,reward_case_reward_num_samples,reward_case_reward_std,reward_code_reward_mean,reward_code_reward_num_groups,reward_code_reward_num_samples,reward_code_reward_std,reward_problems_skipped,reward_problems_total,reward_problems_used,reward_reward_mode,reward_rollout_debug_meta_enabled,reward_rollout_debug_meta_max_problems_per_step,reward_rollout_debug_meta_slots_remaining_after_step,reward_rollout_debug_meta_truncate_chars,sampling_mean_case_response_tokens,sampling_mean_code_response_tokens
172,0.25,0.38847117794486213,0.23,0.36466165413533835,0.4181547619047619,0.48031655844155846,0.1925,0.2978540100250627,0.08647755439272928,0.28910168718650253,2026-04-04T07:05:12,0.2391,3,672,0.515,0.299,6,1600,0.4076,0,100,100,gt_based,0,,0,,591.175,482.09875
173,0.26,0.40625,0.25,0.38,0.3625,0.41997832369942195,0.21625,0.30578125,0.06342072409488139,0.36634663971702885,2026-04-04T07:12:49,0.2012,6,720,0.4399,0.3058,10,1600,0.4152,0,100,100,gt_based,0,,0,,587.056875,463.20375
174,0.3,0.37875,0.28,0.36625,0.39893617021276595,0.5429347826086957,0.215625,0.294765625,0.048711842390127734,0.2857897517168515,2026-04-04T07:20:42,0.2299,7,752,0.5327,0.2948,7,1600,0.4144,0,100,100,gt_based,0,,0,,609.0675,488.58375
175,0.27,0.38287153652392947,0.29,0.3702770780856423,0.4175531914893617,0.5372023809523809,0.23625,0.30982367758186397,0.1028175976272862,0.4024767801857585,2026-04-04T07:54:54,0.2169,4,752,0.5356,0.315,4,1600,0.4246,0,100,100,gt_based,0,,0,,589.5925,478.00125
176,0.19,0.32625,0.19,0.31,0.40789473684210525,0.5216836734693877,0.153125,0.2403125,0.07135306553911205,0.3764822134387352,2026-04-04T08:02:59,0.2192,2,608,0.4688,0.2403,9,1600,0.3794,0,100,100,gt_based,0,,0,,594.495,480.755
177,0.24,0.35,0.19,0.2975,0.4150641025641026,0.5236164122137404,0.16375,0.24421875,0.05072662462297779,0.2391608391608392,2026-04-04T08:10:53,0.2904,4,624,0.4703,0.2442,4,1600,0.3846,0,100,100,gt_based,0,,0,,588.575,504.499375
178,0.29,0.4296482412060301,0.27,0.38819095477386933,0.48233695652173914,0.6368786549707602,0.21375,0.3141488693467337,0.0835030549898167,0.32239057239057234,2026-04-04T08:18:48,0.2944,6,736,0.5233,0.3176,9,1600,0.417,0,100,100,gt_based,0,,0,,582.25875,461.26875
179,0.33,0.43954659949622166,0.29,0.3702770780856423,0.48404255319148937,0.5779639175257731,0.2425,0.31226385390428213,0.08034647550776583,0.34894991922455576,2026-04-04T08:26:34,0.2638,3,752,0.5483,0.3099,10,1600,0.4242,0,100,100,gt_based,0,,0,,599.073125,460.903125
180,0.3,0.4125,0.27,0.37,0.4316860465116279,0.5594093406593407,0.2275,0.31859375,0.10492505353319058,0.2845953002610966,2026-04-04T08:34:33,0.2367,2,688,0.5687,0.3186,3,1600,0.42,0,100,100,gt_based,0,,0,,578.833125,465.47625
181,0.23,0.4025,0.18,0.33,0.38513513513513514,0.4568273092369478,0.155625,0.27203125,0.06222222222222222,0.3305084745762712,2026-04-04T08:42:29,0.2308,7,592,0.4209,0.272,11,1600,0.3901,0,100,100,gt_based,0,,0,,593.70625,455.8625
182,0.34,0.4625,0.29,0.3825,0.3520408163265306,0.4323170731707317,0.25625,0.339921875,0.04583038034490905,0.2861222158766419,2026-04-04T08:50:24,0.1916,5,784,0.4759,0.3399,7,1600,0.4299,0,100,100,gt_based,0,,0,,586.0775,462.661875
183,0.32,0.4475,0.34,0.41125,0.4322916666666667,0.5262706043956044,0.2275,0.30671875,0.06201737451737452,0.2875,2026-04-04T08:58:03,0.2653,3,768,0.5547,0.3067,5,1600,0.4209,0,100,100,gt_based,0,,0,,551.1125,418.56625
184,0.32,0.4025,0.32,0.41625,0.4036458333333333,0.5253048780487805,0.25625,0.33796875,0.07018429689472355,0.3027730616864742,2026-04-04T09:05:48,0.2436,10,768,0.5467,0.338,9,1600,0.432,0,100,100,gt_based,0,,0,,580.95125,431.035625
185,0.26,0.38596491228070173,0.22,0.33208020050125314,0.37771739130434784,0.47503541076487255,0.220625,0.31900062656641603,0.06551967947207164,0.38408488063660473,2026-04-04T09:14:05,0.1746,3,736,0.5431,0.3197,3,1600,0.4184,0,100,100,gt_based,0,,0,,578.04375,422.271875
186,0.23,0.34461152882205515,0.25,0.3433583959899749,0.4479166666666667,0.5513888888888889,0.16875,0.2619830827067669,0.0609284332688588,0.25863991081382387,2026-04-04T09:21:09,0.3221,1,576,0.5213,0.2638,9,1600,0.3908,0,100,100,gt_based,0,,0,,545.809375,454.11875
187,0.25,0.39625,0.2,0.32,0.3963068181818182,0.4873134328358209,0.209375,0.29109375,0.08595766649457924,0.3295566502463054,2026-04-04T09:29:14,0.237,4,704,0.4817,0.2911,7,1600,0.4057,0,100,100,gt_based,0,,0,,599.2825,440.749375
188,0.34,0.48,0.3,0.3875,0.5394021739130435,0.6595744680851063,0.235,0.326015625,0.04520123839009288,0.26245059288537553,2026-04-04T09:36:18,0.3757,5,736,0.5198,0.326,10,1600,0.4205,0,100,100,gt_based,0,,0,,522.59375,450.643125
189,0.29,0.40328697850821743,0.24,0.324905183312263,0.4920212765957447,0.5803100263852242,0.236875,0.3094974715549937,0.1093325279371791,0.39217162213022205,2026-04-04T09:44:07,0.2634,3,752,0.5216,0.3111,4,1600,0.4245,0,100,100,gt_based,0,,0,,542.026875,461.52125
190,0.23,0.3589420654911839,0.23,0.33879093198992444,0.4577205882352941,0.596875,0.175,0.2742443324937028,0.09454012458776108,0.2702341137123746,2026-04-04T09:51:03,0.283,3,544,0.6,0.2722,6,1600,0.3916,0,100,100,gt_based,0,,0,,556.0175,475.105
191,0.3,0.45591939546599497,0.27,0.3967254408060453,0.4630681818181818,0.5248655913978495,0.2325,0.33091939546599497,0.06873401534526855,0.35347985347985345,2026-04-04T09:58:46,0.198,7,704,0.602,0.3359,6,1600,0.4233,0,100,100,gt_based,0,,0,,570.790625,446.538125
192,0.3,0.43375,0.29,0.4075,0.5212765957446809,0.6711512261580381,0.229375,0.33671875,0.08611552729199788,0.3256496227996647,2026-04-04T10:06:28,0.3377,6,752,0.5393,0.3367,6,1600,0.4221,0,100,100,gt_based,0,,0,,564.764375,460.266875
193,0.27,0.3925,0.24,0.33625,0.490625,0.5360130111524164,0.168125,0.272890625,0.09695024077046549,0.29670329670329665,2026-04-04T10:14:38,0.2697,1,640,0.5261,0.2729,12,1600,0.3898,0,100,100,gt_based,0,,0,,572.824375,474.98375
194,0.34,0.4396984924623116,0.32,0.40954773869346733,0.40988372093023256,0.5379273504273504,0.219375,0.29836683417085424,0.08572231590781337,0.16412213740458015,2026-04-04T10:22:53,0.2993,4,688,0.5147,0.2969,8,1600,0.4199,0,100,100,gt_based,0,,0,,551.613125,457.20125
195,0.25,0.345,0.21,0.3325,0.42948717948717946,0.5647241992882562,0.175625,0.25890625,0.0723915592028136,0.2384393063583815,2026-04-04T10:29:30,0.2923,8,624,0.5462,0.2589,13,1600,0.3887,0,100,100,gt_based,0,,0,,557.316875,484.05875
196,0.28,0.40100250626566414,0.2,0.30952380952380953,0.4880952380952381,0.6059397163120568,0.17625,0.27098997493734334,0.07278220269156825,0.3543670642554829,2026-04-04T10:37:53,0.2931,8,672,0.4695,0.2708,7,1600,0.4021,0,100,100,gt_based,0,,0,,563.63625,450.585625
197,0.29,0.4007537688442211,0.24,0.32663316582914576,0.4694767441860465,0.5129598662207357,0.186875,0.2695508793969849,0.06622516556291391,0.27553616866593966,2026-04-04T10:44:48,0.2988,3,688,0.5206,0.2729,5,1600,0.4042,0,100,100,gt_based,0,,0,,524.10875,436.443125
198,0.28,0.3977272727272727,0.28,0.37247474747474746,0.44359756097560976,0.5076650943396226,0.19875,0.28188131313131315,0.08525700215450908,0.2978230662343677,2026-04-04T10:52:22,0.2558,5,656,0.5528,0.2831,7,1600,0.4022,0,100,100,gt_based,0,,0,,562.415,426.5525
199,0.21,0.30730478589420657,0.18,0.26448362720403024,0.3642241379310345,0.46622242647058826,0.17,0.2485044080604534,0.0681618293755497,0.33458646616541354,2026-04-04T10:59:20,0.2089,1,464,0.5535,0.2466,7,1600,0.3832,0,100,100,gt_based,0,,0,,556.8625,439.526875
200,0.22,0.36125,0.26,0.3625,0.5303571428571429,0.6301194539249146,0.183125,0.280625,0.07174887892376682,0.31335898845519516,2026-04-04T11:32:13,0.3459,4,560,0.5328,0.2806,7,1600,0.3935,0,100,100,gt_based,0,,0,,558.88125,431.570625
201,0.27,0.39473684210526316,0.28,0.37092731829573933,0.5052083333333334,0.6636284722222222,0.18,0.2551691729323308,0.07191171235315058,0.24124513618677046,2026-04-04T11:39:51,0.3141,6,576,0.4897,0.2568,9,1600,0.3908,0,100,100,gt_based,0,,0,,561.401875,444.946875
202,0.31,0.41875,0.25,0.355,0.4454787234042553,0.5504742547425474,0.230625,0.3128125,0.09629065040650407,0.2896897810218978,2026-04-04T11:47:47,0.2493,6,752,0.5348,0.3128,9,1600,0.4206,0,100,100,gt_based,0,,0,,569.771875,440.860625
203,0.2,0.34210526315789475,0.19,0.3132832080200501,0.38344594594594594,0.547119140625,0.16,0.22955827067669174,0.06999236446933062,0.2619212163096061,2026-04-04T11:56:18,0.2409,5,592,0.5102,0.2308,16,1600,0.374,0,100,100,gt_based,0,,0,,575.28875,480.643125
204,0.32,0.41625,0.34,0.40875,0.3893229166666667,0.4618524774774775,0.2775,0.35265625,0.06990014265335236,0.27278141751042284,2026-04-04T12:04:37,0.217,5,768,0.5233,0.3527,5,1600,0.4417,0,100,100,gt_based,0,,0,,545.91125,428.38625
205,0.3,0.4,0.25,0.37,0.49085365853658536,0.6019642857142857,0.21875,0.298046875,0.08113659705580281,0.2784810126582279,2026-04-04T12:12:17,0.2922,4,656,0.5807,0.298,5,1600,0.4187,0,100,100,gt_based,0,,0,,561.953125,448.125
206,0.2,0.35768261964735515,0.2,0.33249370277078083,0.42905405405405406,0.5434322033898306,0.184375,0.28046284634760704,0.05559085133418043,0.16583541147132175,2026-04-04T12:20:18,0.3116,2,592,0.5438,0.2784,6,1600,0.4013,0,100,100,gt_based,0,,0,,571.533125,465.033125
207,0.38,0.48875,0.31,0.39875,0.4770408163265306,0.5904566744730679,0.266875,0.343828125,0.07713199348180337,0.3078817733990148,2026-04-04T12:27:48,0.2994,4,784,0.5449,0.3438,10,1600,0.4395,0,100,100,gt_based,0,,0,,556.385,426.974375
208,0.27,0.39,0.29,0.3825,0.3780487804878049,0.4823916408668731,0.201875,0.28046875,0.06491372226787182,0.30649970184853903,2026-04-04T12:35:53,0.2138,3,656,0.4872,0.2805,10,1600,0.407,0,100,100,gt_based,0,,0,,543.635625,451.005
209,0.33,0.42375,0.28,0.3625,0.5284090909090909,0.6656441717791411,0.20375,0.292265625,0.10828597068501346,0.2576709796672828,2026-04-04T12:42:24,0.34,5,704,0.5657,0.2923,4,1600,0.4111,0,100,100,gt_based,0,,0,,517.91375,417.79
210,0.27,0.395,0.22,0.32125,0.483974358974359,0.62375,0.1875,0.287734375,0.09494640122511486,0.33715476810838974,2026-04-04T12:50:22,0.2832,3,624,0.5576,0.2877,6,1600,0.4002,0,100,100,gt_based,0,,0,,527.8525,417.050625
211,0.27,0.38375,0.28,0.37375,0.43898809523809523,0.5775862068965517,0.18125,0.270078125,0.05080946450809465,0.32522651406771574,2026-04-04T12:58:26,0.2254,1,672,0.5121,0.2701,9,1600,0.3869,0,100,100,gt_based,0,,0,,554.813125,438.63875
212,0.24,0.3425,0.19,0.29875,0.4391025641025641,0.5247727272727273,0.171875,0.272265625,0.07471607890017933,0.3507596067917784,2026-04-04T13:06:21,0.1992,3,624,0.5239,0.2723,10,1600,0.3904,0,100,100,gt_based,0,,0,,553.244375,417.060625
213,0.29,0.44,0.24,0.3725,0.48233695652173914,0.5640625,0.2,0.30609375,0.03810531886742524,0.40841153979840106,2026-04-04T13:14:18,0.2578,5,736,0.4659,0.3061,9,1600,0.4063,0,100,100,gt_based,0,,0,,536.8175,433.145625
214,0.29,0.39625,0.29,0.34625,0.506578947368421,0.5847772277227723,0.189375,0.2596875,0.06291390728476821,0.1887141535615171,2026-04-04T13:20:56,0.3697,5,608,0.5869,0.2597,5,1600,0.3991,0,100,100,gt_based,0,,0,,542.023125,397.0575
215,0.2,0.33249370277078083,0.18,0.29974811083123426,0.3782894736842105,0.49182692307692305,0.1625,0.26503463476070527,0.07447890188103712,0.466952264381885,2026-04-04T13:28:26,0.1641,7,608,0.4924,0.263,5,1600,0.3863,0,100,100,gt_based,0,,0,,542.6125,409.339375
216,0.27,0.405,0.25,0.365,0.46467391304347827,0.5567455242966752,0.244375,0.32828125,0.08055723803755299,0.36699729486023447,2026-04-04T13:35:04,0.2511,8,736,0.5627,0.3283,5,1600,0.4263,0,100,100,gt_based,0,,0,,526.24125,424.724375
217,0.3,0.39875,0.3,0.37125,0.496875,0.5739726027397261,0.228125,0.296328125,0.09771863117870723,0.2344632768361582,2026-04-04T13:41:39,0.3355,4,640,0.5886,0.2963,7,1600,0.419,0,100,100,gt_based,0,,0,,521.0475,438.3575
218,0.28,0.4251269035532995,0.25,0.37182741116751267,0.42296511627906974,0.48998397435897434,0.195,0.3013959390862944,0.06422505307855626,0.3638790035587188,2026-04-04T13:49:25,0.2546,1,688,0.4759,0.2969,7,1600,0.4059,0,100,100,gt_based,0,,0,,535.01875,427.135625
219,0.27,0.3725,0.26,0.33875,0.4423076923076923,0.5159182305630027,0.233125,0.31625,0.08687183482664589,0.19047619047619047,2026-04-04T13:57:02,0.2724,2,624,0.5905,0.3162,7,1600,0.431,0,100,100,gt_based,0,,0,,500.6,409.99125
220,0.23,0.3725,0.2,0.32125,0.4625,0.599907063197026,0.168125,0.26265625,0.05785413744740533,0.2937915742793792,2026-04-04T14:04:37,0.2453,6,560,0.4885,0.2627,9,1600,0.3918,0,100,100,gt_based,0,,0,,536.066875,423.56875
221,0.24,0.37092731829573933,0.21,0.3358395989974937,0.5,0.5790865384615385,0.1625,0.25861528822055135,0.048287971905179985,0.20524515393386544,2026-04-04T14:12:13,0.3484,2,512,0.5059,0.2601,6,1600,0.3872,0,100,100,gt_based,0,,0,,532.03,415.0225
222,0.18,0.3275,0.2,0.325,0.38392857142857145,0.49592391304347827,0.14375,0.254765625,0.04499151103565365,0.38144329896907214,2026-04-04T14:19:48,0.237,4,560,0.4492,0.2548,10,1600,0.3752,0,100,100,gt_based,0,,0,,551.48375,416.798125
223,0.32,0.435,0.3,0.40375,0.46111111111111114,0.5521628498727735,0.245625,0.338671875,0.08440366972477065,0.3379204892966361,2026-04-04T14:26:26,0.2816,5,720,0.5497,0.3387,7,1600,0.4274,0,100,100,gt_based,0,,0,,529.894375,433.385
224,0.27,0.38125,0.24,0.345,0.4423076923076923,0.5524839743589743,0.195,0.283671875,0.0770481144343303,0.37056367432150317,2026-04-04T14:34:26,0.2213,3,624,0.5788,0.2837,7,1600,0.4038,0,100,100,gt_based,0,,0,,565.399375,476.015
225,0.2,0.305,0.21,0.29625,0.3935810810810811,0.47568093385214005,0.160625,0.227421875,0.08504483656349436,0.22175512348922755,2026-04-04T15:07:55,0.2409,5,592,0.5143,0.2274,6,1600,0.3802,0,100,100,gt_based,0,,0,,536.495625,481.9375
226,0.24,0.37875,0.27,0.395,0.40327380952380953,0.490719696969697,0.20625,0.303671875,0.08865747255840135,0.38092756644085457,2026-04-04T15:14:35,0.1589,0,672,0.5537,0.3037,6,1600,0.4088,0,100,100,gt_based,0,,0,,531.74,429.015625
227,0.31,0.41478696741854637,0.28,0.37468671679197996,0.4119897959183674,0.528099455040872,0.229375,0.3155545112781955,0.0850480109739369,0.29677980852915575,2026-04-04T15:20:39,0.2304,5,784,0.5117,0.3151,10,1600,0.4202,0,100,100,gt_based,0,,0,,516.093125,410.6825
228,0.36,0.48125,0.32,0.44,0.49,0.625,0.266875,0.375625,0.06183368869936034,0.39846570397111913,2026-04-04T15:28:17,0.2734,9,800,0.5255,0.3756,4,1600,0.4322,0,100,100,gt_based,0,,0,,529.3825,403.304375
229,0.35,0.47,0.3,0.3975,0.4694767441860465,0.5246629901960784,0.255,0.363125,0.07507621951219512,0.390625,2026-04-04T15:35:28,0.2564,6,688,0.5412,0.3631,5,1600,0.4327,0,100,100,gt_based,0,,0,,517.1625,437.16125
230,0.28,0.4075,0.21,0.32625,0.4573170731707317,0.5880584192439863,0.181875,0.279140625,0.06647011525060306,0.33238501659554287,2026-04-04T15:43:18,0.2742,3,656,0.5108,0.2791,8,1600,0.3957,0,100,100,gt_based,0,,0,,548.435625,389.388125
231,0.23,0.395,0.21,0.36625,0.4775641025641026,0.6075246710526315,0.19,0.3228125,0.1154912226670773,0.2904431393486385,2026-04-04T15:50:36,0.2929,2,624,0.5247,0.3228,4,1600,0.4004,0,100,100,gt_based,0,,0,,507.745,370.80375
232,0.3,0.38375,0.3,0.37125,0.4375,0.6130490956072352,0.241875,0.311875,0.055916775032509754,0.2116158711903393,2026-04-04T15:58:01,0.2916,6,736,0.59,0.3119,7,1600,0.4324,0,100,100,gt_based,0,,0,,543.355625,403.2475
233,0.28,0.37625,0.24,0.345,0.440625,0.5365566037735849,0.19875,0.28125,0.12571067593177512,0.3368580060422961,2026-04-04T16:06:09,0.2017,1,640,0.5393,0.2812,5,1600,0.4019,0,100,100,gt_based,0,,0,,576.44375,429.263125
234,0.22,0.38625,0.22,0.35125,0.390625,0.5369415807560137,0.181875,0.31296875,0.10677225559803386,0.4334027055150884,2026-04-04T16:13:52,0.1273,4,640,0.5421,0.313,4,1600,0.3989,0,100,100,gt_based,0,,0,,517.94,446.461875
235,0.19,0.34634760705289674,0.18,0.3022670025188917,0.39338235294117646,0.5310402684563759,0.18625,0.28502833753148615,0.04819683181664981,0.5025799793601651,2026-04-04T16:20:24,0.1988,4,544,0.5601,0.2829,7,1600,0.399,0,100,100,gt_based,0,,0,,545.5575,480.680625
236,0.27,0.36875,0.26,0.34375,0.4785714285714286,0.5525914634146342,0.205,0.282890625,0.04481024234110654,0.20131147540983607,2026-04-04T16:28:07,0.3488,2,560,0.5627,0.2829,7,1600,0.4116,0,100,100,gt_based,0,,0,,533.044375,478.794375
237,0.29,0.40875,0.26,0.355,0.4814189189189189,0.6008254716981132,0.19875,0.284296875,0.07150755621083671,0.28246558946738476,2026-04-04T16:34:40,0.2946,3,592,0.5635,0.2843,13,1600,0.4009,0,100,100,gt_based,0,,0,,501.289375,463.156875
238,0.27,0.40375,0.21,0.30625,0.396875,0.5452961672473867,0.179375,0.27046875,0.0585710679121434,0.34380557202133966,2026-04-04T16:41:45,0.2232,5,640,0.5557,0.2705,11,1600,0.3925,0,100,100,gt_based,0,,0,,507.056875,464.28875
239,0.34,0.4725,0.34,0.43,0.482311320754717,0.6030321782178217,0.2525,0.34,0.1057535522944328,0.32515119174670937,2026-04-04T16:49:24,0.2844,5,848,0.5381,0.34,4,1600,0.4298,0,100,100,gt_based,0,,0,,492.75125,464.56125
240,0.29,0.43467336683417085,0.22,0.3592964824120603,0.4878048780487805,0.6872791519434629,0.176875,0.2775596733668342,0.06230847803881512,0.16179337231968816,2026-04-04T16:57:04,0.3782,1,656,0.528,0.2812,6,1600,0.3961,0,100,100,gt_based,0,,0,,513.8275,456.728125
241,0.34,0.4375,0.29,0.38375,0.48641304347826086,0.5846412556053812,0.27875,0.35078125,0.07269021739130435,0.2612028301886793,2026-04-04T17:04:18,0.3219,4,736,0.5511,0.3508,6,1600,0.4366,0,100,100,gt_based,0,,0,,498.140625,435.988125
242,0.29,0.43125,0.28,0.4025,0.4625,0.511864406779661,0.184375,0.300390625,0.09314140558848434,0.24387646432374865,2026-04-04T17:10:51,0.2634,1,560,0.5516,0.3004,8,1600,0.3985,0,100,100,gt_based,0,,0,,502.675625,453.251875
243,0.29,0.44584382871536526,0.23,0.345088161209068,0.4928977272727273,0.6230283911671924,0.198125,0.29809508816120905,0.0776778413736713,0.3277843836702339,2026-04-04T17:17:50,0.2927,7,704,0.4746,0.2959,4,1600,0.4026,0,100,100,gt_based,0,,0,,519.07125,431.025625
244,0.28,0.4203262233375157,0.28,0.383939774153074,0.4625,0.5717930029154519,0.214375,0.29430677540777916,0.06629101756711965,0.3827089337175793,2026-04-04T17:25:36,0.2445,7,640,0.5496,0.2939,6,1600,0.414,0,100,100,gt_based,0,,0,,554.21375,413.058125
245,0.23,0.3614609571788413,0.19,0.29974811083123426,0.5275735294117647,0.6422334558823529,0.17,0.2546442065491184,0.11376751854905194,0.29075804776739356,2026-04-04T17:33:32,0.3244,0,544,0.5643,0.2527,7,1600,0.3833,0,100,100,gt_based,0,,0,,555.793125,417.065625
246,0.3,0.43375,0.21,0.325,0.49069148936170215,0.5503582802547771,0.19625,0.29421875,0.08839634941329856,0.3309171131421368,2026-04-04T17:41:11,0.2721,3,752,0.5257,0.2942,9,1600,0.4022,0,100,100,gt_based,0,,0,,497.465,404.2475
247,0.38,0.50625,0.29,0.44625,0.5260416666666666,0.6191007653061225,0.245,0.354453125,0.09026128266033254,0.29003021148036257,2026-04-04T17:47:56,0.3581,5,768,0.5142,0.3545,4,1600,0.4265,0,100,100,gt_based,0,,0,,526.55125,415.848125
248,0.34,0.46125,0.29,0.39,0.4867021276595745,0.6335978835978836,0.23625,0.323203125,0.05063938618925831,0.3114754098360656,2026-04-04T17:55:23,0.3333,4,752,0.5154,0.3232,9,1600,0.4255,0,100,100,gt_based,0,,0,,526.21875,422.7325
249,0.18,0.33875,0.15,0.26875,0.44921875,0.5208333333333334,0.14625,0.255078125,0.06787833827893175,0.4429223744292238,2026-04-04T18:03:06,0.2189,5,512,0.4755,0.2551,5,1600,0.3753,0,100,100,gt_based,0,,0,,539.4375,425.11625
250,0.3,0.42375,0.26,0.37625,0.44021739130434784,0.5716145833333334,0.24,0.335234375,0.07864281956864808,0.33715846994535514,2026-04-04T18:36:02,0.2253,8,736,0.5332,0.3352,13,1600,0.4195,0,100,100,gt_based,0,,0,,505.835,368.693125
251,0.22,0.35625,0.24,0.3525,0.44871794871794873,0.522516835016835,0.185625,0.286484375,0.06130747575852362,0.4152334152334153,2026-04-04T18:44:11,0.2382,5,624,0.5179,0.2865,5,1600,0.4012,0,100,100,gt_based,0,,0,,525.6,397.109375
252,0.29,0.41875,0.3,0.405,0.5091463414634146,0.5765,0.234375,0.32609375,0.056309904153354635,0.28162650602409633,2026-04-04T18:51:33,0.3527,1,656,0.5108,0.3261,7,1600,0.4205,0,100,100,gt_based,0,,0,,532.903125,370.369375
253,0.16,0.35375,0.18,0.33625,0.5073529411764706,0.6182950191570882,0.163125,0.28453125,0.0995787054768288,0.40062597809076683,2026-04-04T18:59:13,0.2537,2,544,0.5158,0.2845,4,1600,0.3822,0,100,100,gt_based,0,,0,,514.51625,390.783125
254,0.37,0.46625,0.31,0.41875,0.5226063829787234,0.569351230425056,0.279375,0.3625,0.07376395534290271,0.39502529510961215,2026-04-04T19:06:43,0.3059,4,752,0.5649,0.3625,3,1600,0.4357,0,100,100,gt_based,0,,0,,535.21625,425.8525
255,0.28,0.3891687657430731,0.25,0.34634760705289674,0.4226190476190476,0.5814260563380281,0.1775,0.27148929471032746,0.051963893632593315,0.3053579895685159,2026-04-04T19:14:08,0.2335,5,672,0.5141,0.2695,11,1600,0.3932,0,100,100,gt_based,0,,0,,566.8225,440.2525
256,0.27,0.39375,0.28,0.39,0.45555555555555555,0.5432412790697675,0.215,0.30109375,0.08360745614035088,0.2757601351351351,2026-04-04T19:20:41,0.2694,4,720,0.4864,0.3011,9,1600,0.413,0,100,100,gt_based,0,,0,,529.5625,424.114375
257,0.32,0.464735516372796,0.34,0.44962216624685136,0.5170454545454546,0.6357230392156863,0.255,0.351227959697733,0.10174514323345407,0.25544437904649797,2026-04-04T19:28:09,0.3379,3,704,0.5864,0.3486,5,1600,0.4315,0,100,100,gt_based,0,,0,,510.68,414.285
258,0.32,0.4375,0.31,0.4025,0.42154255319148937,0.5484567901234568,0.253125,0.337734375,0.08599636269160821,0.3382266588373458,2026-04-04T19:35:53,0.2085,3,752,0.5899,0.3377,6,1600,0.4272,0,100,100,gt_based,0,,0,,512.04625,438.078125
259,0.23,0.345,0.22,0.30125,0.4431818181818182,0.5957397003745318,0.166875,0.238671875,0.1073425270219903,0.3630274614869391,2026-04-04T19:42:43,0.1904,2,528,0.5727,0.2387,12,1600,0.3797,0,100,100,gt_based,0,,0,,496.04,478.62
260,0.3,0.4075,0.29,0.38125,0.5550595238095238,0.6610169491525424,0.22125,0.304765625,0.06885593220338983,0.3337765957446809,2026-04-04T19:49:07,0.3637,3,672,0.4867,0.3048,3,1600,0.4163,0,100,100,gt_based,0,,0,,503.781875,445.9675
